sender,recipient,amount_eth,risk
0x0D8C3C,0x091797,23.6016,suspicious
0x08A57C,0x030606,5.0906,suspicious
0x068341,0x0BF3DD,18.4608,suspicious
0x0B5F0F,0x0A3D49,8.2916,suspicious
0x0746BF,0x02DBC4,20.0596,suspicious
0x0A2236,0x02260C,13.2714,suspicious
0x0E52C1,0x05E062,21.2297,suspicious
0x0AEA07,0x05DF41,10.5673,suspicious
0x09BC48,0x0847B4,15.9655,suspicious
0x03B2D8,0x07FD74,22.4948,suspicious
0x0B1FC1,0x06BD4C,24.8747,suspicious
0x095559,0x05A53D,8.3269,suspicious
0x05D6C5,0x008B46,14.8619,suspicious
0x0207C8,0x0755C7,19.5983,suspicious
0x014AEF,0x0BEE25,11.521,suspicious
0x015907,0x05727C,20.0346,suspicious
0x03E3B0,0x0B931E,22.2777,suspicious
0x0E5DDA,0x0D5219,19.9464,suspicious
0x0BE906,0x0B7558,18.1078,suspicious
0x01E3B1,0x04CDFF,15.7248,suspicious
0x05EC95,0x0C446C,21.6237,suspicious
0x09FEFE,0x000962,18.0022,suspicious
0x071481,0x05C43F,7.9879,suspicious
0x027D68,0x0E2DF3,6.5702,suspicious
0x037084,0x01B760,10.9777,suspicious
0x0CBF74,0x019B42,22.6434,suspicious
0x0D3055,0x005DDD,15.3215,suspicious
0x0CB17B,0x0B35A7,16.3983,suspicious
0x05870D,0x03C691,20.9341,suspicious
0x0B705E,0x06DCB7,17.5293,suspicious
0x00465C,0x0D152E,23.2218,suspicious
0x0BCED8,0x028C32,8.7877,suspicious
0x03B654,0x04DC4C,16.0128,suspicious
0x07D192,0x04D01C,24.142,suspicious
0x0AA4EA,0x0054E9,17.9723,suspicious
0x066E1E,0x081218,13.7328,suspicious
0x0BD1B0,0x06AABD,11.8962,suspicious
0x04BF9F,0x0B7CCC,22.9745,suspicious
0x03FB88,0x091D48,6.9435,suspicious
0x05C1EF,0x02222A,11.1925,suspicious
0x00CB32,0x0B26D1,24.7757,suspicious
0x0533BB,0x044922,10.5515,suspicious
0x0694C5,0x088719,7.5319,suspicious
0x023FA6,0x0D8E8F,19.1436,suspicious
0x098DA4,0x07152C,24.5838,suspicious
0x0C8342,0x0794C6,20.3962,suspicious
0x00F568,0x018903,11.1787,suspicious
0x0DB1DC,0x0DCC45,21.7452,suspicious
0x0EDCB5,0x0479AA,12.1748,suspicious
0x0C14D3,0x046AEF,13.5016,suspicious
0x0E47F5,0x0D7A4C,15.7185,suspicious
0x04EDE5,0x004940,12.3293,suspicious
0x0C7B87,0x0D1418,19.5736,suspicious
0x0AA149,0x0BD7F4,9.5043,suspicious
0x0CB680,0x0B0B43,5.4047,suspicious
0x0EC18D,0x046A88,14.9636,suspicious
0x080504,0x0A5F2C,7.6367,suspicious
0x0CD21A,0x0A8E9B,16.0128,suspicious
0x0711BC,0x0C7642,9.5173,suspicious
0x04F6CC,0x0136CA,17.4328,suspicious
0x063CBA,0x08A790,5.846,suspicious
0x03E614,0x01866A,9.5859,suspicious
0x043A83,0x0473E6,6.4824,suspicious
0x00DE69,0x0EC1C8,13.1202,suspicious
0x073DA7,0x0C4F26,9.3014,suspicious
0x05D824,0x032311,11.0359,suspicious
0x03AEF4,0x087AB1,21.2564,suspicious
0x094303,0x068FC0,8.9049,suspicious
0x000793,0x09A400,7.674,suspicious
0x08380B,0x0993FB,11.7183,suspicious
0x07A6F9,0x032CAA,10.284,suspicious
0x0426D6,0x09B765,8.3168,suspicious
0x04AFE9,0x07EE83,21.6212,suspicious
0x0BDDC1,0x058596,24.541,suspicious
0x02B54E,0x07F969,20.9087,suspicious
0x092371,0x0742B3,10.2993,suspicious
0x0B3FFE,0x07D53E,6.2065,suspicious
0x0E299A,0x0CCC85,14.8332,suspicious
0x034F8D,0x023277,19.5063,suspicious
0x08FD9B,0x0D40C1,22.787,suspicious
0x067D1F,0x0C6B9B,23.6354,suspicious
0x041DC2,0x0EA9AE,16.8926,suspicious
0x09C605,0x099E92,16.4442,suspicious
0x08D7DD,0x0B8BD0,12.1594,suspicious
0x06BB76,0x0A11F1,17.8874,suspicious
0x02AAB2,0x07501E,5.4473,suspicious
0x08DA29,0x0DE2A1,16.3395,suspicious
0x0648F2,0x002C0E,14.989,suspicious
0x07AD60,0x0D7B2F,9.8185,suspicious
0x0B018D,0x0E5EC0,5.7107,suspicious
0x0CCA4A,0x025A33,19.708,suspicious
0x0E4195,0x0E2C64,14.0232,suspicious
0x023DAD,0x0C4ED0,6.1847,suspicious
0x0BD92E,0x09D18A,13.9108,suspicious
0x065D19,0x0268D7,7.5404,suspicious
0x078F5E,0x02F83A,6.4857,suspicious
0x07D40B,0x0EE6D1,12.9235,suspicious
0x0D9DB2,0x0DD2E4,10.1782,suspicious
0x009EA5,0x0DBC90,24.2636,suspicious
0x0431E1,0x028794,13.8184,suspicious
0x006B7E,0x088CE6,8.3038,suspicious
0x0DC7B1,0x018F52,13.8921,suspicious
0x09E8D8,0x05264F,12.7822,suspicious
0x0CB65A,0x0D8BA9,10.3475,suspicious
0x09DAC7,0x095089,22.9476,suspicious
0x08A450,0x0775CF,13.4636,suspicious
0x0B6190,0x0524A4,13.1127,suspicious
0x02028F,0x0E873A,8.2777,suspicious
0x0612CC,0x039CF4,5.4427,suspicious
0x041AE2,0x0B8143,8.1445,suspicious
0x095A3E,0x0AA970,7.4859,suspicious
0x0CFA99,0x00881E,6.6491,suspicious
0x078243,0x0850CC,21.7004,suspicious
0x0CC2C0,0x013056,11.1046,suspicious
0x068602,0x0079EE,5.2108,suspicious
0x0A6F2E,0x0B1F97,16.3662,suspicious
0x0343C3,0x0D0DD3,23.3873,suspicious
0x091603,0x0D7FA9,12.1163,suspicious
0x074F92,0x0F120E,13.9735,suspicious
0x048DE8,0x01DAF8,5.2733,suspicious
0x02EE51,0x057121,11.9372,suspicious
0x00E1F9,0x028CD7,24.8817,suspicious
0x088A3F,0x00B963,8.6009,suspicious
0x04D80B,0x009CAC,6.7265,suspicious
0x09D516,0x0D3B3E,5.5889,suspicious
0x06FE02,0x085A3D,17.6356,suspicious
0x078E87,0x0A8894,14.9465,suspicious
0x09E918,0x0D9E29,15.71,suspicious
0x02472B,0x019714,10.2922,suspicious
0x008903,0x0A4427,7.2064,suspicious
0x0F3498,0x024DA6,5.5074,suspicious
0x0EB967,0x0B2580,19.1561,suspicious
0x0D949B,0x0B2B90,14.3455,suspicious
0x02DB1F,0x0C5BC5,11.5681,suspicious
0x0C5E97,0x07EEF3,11.104,suspicious
0x0614A7,0x0A6385,22.1997,suspicious
0x0B890F,0x037CEC,16.3808,suspicious
0x03FE1B,0x018CC0,13.3559,suspicious
0x052412,0x0C27F8,14.5862,suspicious
0x0B9763,0x081C5D,10.0986,suspicious
0x00E5AC,0x0A4B6D,15.0302,suspicious
0x0243CC,0x0E1053,16.1712,suspicious
0x063290,0x0E3346,8.5219,suspicious
0x09A880,0x020940,11.6614,suspicious
0x06D2B5,0x006018,19.4921,suspicious
0x0C282E,0x0D1FC9,15.5255,suspicious
0x0433DD,0x0398AC,9.4194,suspicious
0x019F8A,0x049D55,11.2506,suspicious
0x0A9AD2,0x01FFF1,24.1585,suspicious
0x09FC9D,0x0DE826,10.1288,suspicious
0x0B920C,0x090C7E,10.4638,suspicious
0x03C6DB,0x077FDE,15.7055,suspicious
0x04D68F,0x00E7F4,8.3397,suspicious
0x0A593D,0x0B8E6E,8.5391,suspicious
0x04D6B8,0x062BAF,23.2473,suspicious
0x0628E2,0x0E95E6,8.898,suspicious
0x0C1AAD,0x0D3ED9,5.9728,suspicious
0x00A298,0x07946F,18.0576,suspicious
0x084C6C,0x09395F,9.718,suspicious
0x099B53,0x03D637,9.2812,suspicious
0x047FD0,0x02961F,24.2977,suspicious
0x006140,0x079449,7.546,suspicious
0x065902,0x037176,22.4835,suspicious
0x039548,0x0237C1,14.1546,suspicious
0x0AD4B1,0x09CB9D,21.201,suspicious
0x067705,0x04B241,20.7606,suspicious
0x052E1E,0x026CC4,5.1183,suspicious
0x0B35D0,0x0B3EA3,15.154,suspicious
0x004141,0x0ADE48,9.3842,suspicious
0x09A996,0x002DCA,19.9007,suspicious
0x0A69A3,0x0727C2,9.4324,suspicious
0x036128,0x01D040,10.1652,suspicious
0x02732C,0x0B464C,19.3172,suspicious
0x0DD007,0x0B11D9,22.8087,suspicious
0x06D512,0x09800F,21.2284,suspicious
0x07A0A4,0x0ABD3E,20.05,suspicious
0x01CC29,0x0C0149,21.1597,suspicious
0x0E2356,0x082D2A,16.8043,suspicious
0x091B2E,0x061582,23.375,suspicious
0x0A7C5F,0x0DC149,23.771,suspicious
0x0C604A,0x055C19,15.3194,suspicious
0x0C6C7B,0x00ED70,17.6559,suspicious
0x0B17A1,0x03CF60,24.4249,suspicious
0x06C4F1,0x01326C,10.7253,suspicious
0x03CF1C,0x031E13,17.0142,suspicious
0x066019,0x034F8A,14.2595,suspicious
0x0C5BF1,0x0971E9,13.9679,suspicious
0x0E537A,0x017116,17.0311,suspicious
0x0F3551,0x0E59D5,13.9234,suspicious
0x00F793,0x0921A5,9.674,suspicious
0x0AEFC1,0x0E5113,6.048,suspicious
0x053D5A,0x079434,24.5235,suspicious
0x0B2156,0x04FD8D,16.1054,suspicious
0x07061E,0x07EF86,5.1306,suspicious
0x0D75B5,0x060D54,19.025,suspicious
0x077FBF,0x0C2741,19.665,suspicious
0x0D8248,0x078C92,24.9516,suspicious
0x0DC513,0x0D5FB5,12.1069,suspicious
0x086841,0x07C64B,13.7271,suspicious
0x06CD6D,0x05E342,8.3248,suspicious
0x05EC9C,0x0AFFDC,16.5694,suspicious
0x0668DA,0x0555E8,9.789,suspicious
0x0DE42C,0x0AB711,24.2196,suspicious
0x005DBC,0x0AFC52,13.7213,suspicious
0x0E8444,0x04AE45,6.2477,suspicious
0x08F152,0x06B140,16.8744,suspicious
0x041958,0x011671,23.4051,suspicious
0x01829C,0x0CE0C8,10.6346,suspicious
0x032819,0x00D7E6,10.0474,suspicious
0x0099E3,0x039645,14.9516,suspicious
0x0D7D2A,0x004935,24.7184,suspicious
0x0451AE,0x0AFB7B,23.8816,suspicious
0x0C1482,0x0AE955,20.1601,suspicious
0x0BD55F,0x03CE77,16.3998,suspicious
0x0CAAC8,0x0DFA93,8.3241,suspicious
0x08BEE1,0x0409E8,22.1732,suspicious
0x08F9E3,0x08350C,22.1355,suspicious
0x02CD63,0x0E0A32,24.6968,suspicious
0x0D6989,0x0703C1,21.8291,suspicious
0x08054A,0x06915B,16.6119,suspicious
0x03848D,0x0A1FD0,5.5627,suspicious
0x0443F8,0x0AA14C,16.4359,suspicious
0x01DE36,0x0C1EA9,16.8572,suspicious
0x0D5CB1,0x09A564,16.5067,suspicious
0x0DAB1F,0x073FB0,13.7342,suspicious
0x0DB743,0x0E4C2B,23.3311,suspicious
0x0604A7,0x021D43,23.8002,suspicious
0x0AB891,0x03BCD0,21.7611,suspicious
0x06C110,0x0E76E1,18.5192,suspicious
0x04D2DE,0x064678,13.1738,suspicious
0x0582D8,0x0D3095,15.6912,suspicious
0x05C29E,0x08CC92,19.7764,suspicious
0x0F125D,0x06C3CD,18.7555,suspicious
0x02E8C7,0x0B5766,8.8655,suspicious
0x0D8316,0x0E6090,18.7181,suspicious
0x059EDC,0x0AD3AF,10.136,suspicious
0x0DE6D3,0x01D65A,8.751,suspicious
0x0B9A5F,0x08148E,11.4542,suspicious
0x0D2561,0x0B3473,15.6466,suspicious
0x0BF8EE,0x0509EB,17.998,suspicious
0x0DE6A7,0x044CF5,6.3583,suspicious
0x0A3C84,0x0DE487,9.3341,suspicious
0x02D388,0x0E6770,8.8431,suspicious
0x0B60F6,0x00477B,16.1396,suspicious
0x0F123F,0x0DB3E8,20.3571,suspicious
0x0071FC,0x09A817,5.3215,suspicious
0x01E16B,0x02F4BF,23.0227,suspicious
0x07C34D,0x089F77,23.3819,suspicious
0x097164,0x089C3B,21.7103,suspicious
0x0E0CCF,0x0C0F47,19.5178,suspicious
0x0BA33C,0x062097,23.4341,suspicious
0x0B1B6A,0x0124B0,11.2511,suspicious
0x0CAF8D,0x0C1CA5,20.07,suspicious
0x0BA76D,0x0DC128,21.5512,suspicious
0x02C3A3,0x0AF4D1,9.2822,suspicious
0x0E3A01,0x0EF19C,15.2805,suspicious
0x0A2C2B,0x016255,6.0596,suspicious
0x0602E2,0x08B460,6.147,suspicious
0x00A0FB,0x00D6B9,11.3153,suspicious
0x070B4B,0x00A5AB,24.5318,suspicious
0x085AFD,0x08E8EE,24.515,suspicious
0x04359C,0x04262B,19.7694,suspicious
0x04E9F0,0x018883,19.5267,suspicious
0x097E8C,0x0924C6,9.2978,suspicious
0x0F3D9E,0x00F6EC,16.4165,suspicious
0x05D0AB,0x0AF655,22.789,suspicious
0x0E7DDF,0x036139,8.723,suspicious
0x0E1430,0x00CE14,21.2458,suspicious
0x0131FF,0x0B363A,19.0318,suspicious
0x0B641F,0x069099,5.8195,suspicious
0x04B56C,0x017762,23.6913,suspicious
0x0CFD23,0x093072,24.6198,suspicious
0x0CCA7F,0x01A110,10.6139,suspicious
0x03CB34,0x0B8B3D,13.607,suspicious
0x01F106,0x07FECE,11.5085,suspicious
0x05121C,0x04671F,7.3025,suspicious
0x061F81,0x07B81D,11.5396,suspicious
0x0ED045,0x0CE63F,19.1,suspicious
0x0D9DA6,0x0BCA0D,17.4717,suspicious
0x08C1D9,0x084487,23.3681,suspicious
0x08003A,0x03D585,13.3892,suspicious
0x08F417,0x07958E,17.2932,suspicious
0x02B587,0x0A3457,21.0912,suspicious
0x00F148,0x00A6BA,8.5405,suspicious
0x019888,0x0580E5,15.7742,suspicious
0x03F666,0x0995E0,23.4745,suspicious
0x076268,0x090AB3,10.6105,suspicious
0x0BA5E1,0x07F9F0,13.5055,suspicious
0x04C131,0x0CAB87,22.5782,suspicious
0x00524C,0x005542,17.1991,suspicious
0x0C96CF,0x0E4579,24.8128,suspicious
0x03C153,0x00AA92,6.0365,suspicious
0x0364EE,0x008EE5,18.7682,suspicious
0x06CC9C,0x074D52,20.0635,suspicious
0x08FC59,0x0E57F7,11.848,suspicious
0x0C9F12,0x027A7F,6.67,suspicious
0x08BCFB,0x0AD2CF,8.2539,suspicious
0x046571,0x0324A9,8.2208,suspicious
0x05FDBC,0x060221,7.317,suspicious
0x0F21F5,0x0DBC24,8.2944,suspicious
0x06402A,0x08F942,10.9898,suspicious
0x0C57F8,0x02F435,11.9041,suspicious
0x05A2A4,0x0A6AEC,5.9706,suspicious
0x0EA9FA,0x08DCE6,9.4674,suspicious
0x036AC4,0x084D56,23.6426,suspicious
0x021C39,0x02F379,8.972,suspicious
0x06FABE,0x001D01,13.8118,suspicious
0x011A32,0x058548,16.2354,suspicious
0x091234,0x011DEF,10.3192,suspicious
0x078BD4,0x0C5D7F,5.8903,suspicious
0x033871,0x02BFD8,6.7752,suspicious
0x04BFFE,0x0B803B,23.3958,suspicious
0x056FE6,0x0016EC,17.4936,suspicious
0x0B7230,0x09CFED,11.3825,suspicious
0x0BCCE7,0x0343FD,17.4661,suspicious
0x0D17D3,0x0B04A7,5.065,suspicious
0x013AF2,0x0ECD94,11.4724,suspicious
0x03A970,0x04610E,24.5512,suspicious
0x078508,0x0E85FF,22.9393,suspicious
0x0BECE0,0x0491BD,17.6958,suspicious
0x045EFD,0x0E3B7A,17.5392,suspicious
0x03E45C,0x02FB97,10.0292,suspicious
0x01262C,0x0ED1C8,11.4271,suspicious
0x05A042,0x0D16A3,10.1593,suspicious
0x05347A,0x037B4E,11.3532,suspicious
0x0884A2,0x07CF08,5.5648,suspicious
0x0A7239,0x058BFC,21.6632,suspicious
0x0188E5,0x034F71,6.7288,suspicious
0x051DCA,0x0D62D0,19.8172,suspicious
0x027F3F,0x00E8CF,14.6515,suspicious
0x060AAC,0x033C70,8.3837,suspicious
0x04AA64,0x012E5D,24.1437,suspicious
0x01A113,0x01431B,13.5548,suspicious
0x08CB7D,0x0AE4EC,14.9349,suspicious
0x0BE037,0x0B638C,11.9843,suspicious
0x0C2DB3,0x0D6F3E,7.2655,suspicious
0x0890F6,0x03E42D,14.4084,suspicious
0x0E9D64,0x04D3FA,19.0023,suspicious
0x04E589,0x082FA5,7.9195,suspicious
0x0CA699,0x033296,19.4296,suspicious
0x08BA68,0x062128,15.2038,suspicious
0x0D1F92,0x05EE11,23.8389,suspicious
0x0D5B4E,0x035AFF,18.4052,suspicious
0x02414D,0x05A018,10.5729,suspicious
0x09D5F0,0x0BF3BA,11.774,suspicious
0x07D3A6,0x093557,7.6068,suspicious
0x05F230,0x0CD988,6.5449,suspicious
0x0B3864,0x0CC8AC,23.8292,suspicious
0x0C601F,0x097253,23.3073,suspicious
0x0A43BC,0x04ACD6,19.5009,suspicious
0x02926F,0x067BB8,9.4869,suspicious
0x0A2C86,0x0488B5,19.0872,suspicious
0x06D642,0x0E7CC6,14.5277,suspicious
0x092C8C,0x00F47F,12.0682,suspicious
0x044451,0x093154,6.5128,suspicious
0x0BBAEA,0x04D0B1,5.4973,suspicious
0x026B37,0x0D98CF,7.0409,suspicious
0x0F1D8F,0x0641C9,23.1169,suspicious
0x091715,0x066583,17.4256,suspicious
0x0ABAE1,0x0EFB7B,8.862,suspicious
0x067CF9,0x0E8D86,6.3135,suspicious
0x0B696A,0x04D5D4,23.7539,suspicious
0x0C1D4D,0x066B0D,23.0923,suspicious
0x001A77,0x02233C,12.6944,suspicious
0x009B4E,0x0DD483,17.276,suspicious
0x06E448,0x001C7C,11.9571,suspicious
0x0A481C,0x03911C,10.2091,suspicious
0x015D4B,0x0263FA,22.4168,suspicious
0x0E544D,0x0990CF,14.4359,suspicious
0x0A3C7F,0x0DA0DE,16.1597,suspicious
0x03CD41,0x05665A,20.2629,suspicious
0x0A77A8,0x08B8A2,5.044,suspicious
0x07EA15,0x0A9101,22.7098,suspicious
0x095AA6,0x0863F9,17.288,suspicious
0x08413E,0x08FB6D,19.4174,suspicious
0x0C6025,0x0BC96E,22.2623,suspicious
0x054342,0x040F33,5.9729,suspicious
0x0734C9,0x02F3E6,10.1671,suspicious
0x07DAEE,0x075CB3,6.0406,suspicious
0x030EF2,0x076BC2,5.6872,suspicious
0x011CB1,0x0E19C5,11.0401,suspicious
0x044FF9,0x006D95,5.6141,suspicious
0x0625E6,0x0CA8BA,19.2587,suspicious
0x0DE944,0x0AC2F6,10.9629,suspicious
0x05AF02,0x0DA249,8.7708,suspicious
0x036079,0x069293,21.1355,suspicious
0x054538,0x09EA4B,6.4694,suspicious
0x04BF9F,0x03E54D,6.1168,suspicious
0x04B6A9,0x059AA1,15.982,suspicious
0x06CC0C,0x008A34,22.1135,suspicious
0x0E99C8,0x09735F,12.006,suspicious
0x047E43,0x01F899,13.5027,suspicious
0x040D95,0x092611,18.6573,suspicious
0x0C9DEB,0x0AF210,9.5803,suspicious
0x043C23,0x049D8F,8.9683,suspicious
0x056403,0x095212,18.2858,suspicious
0x080266,0x0428B2,18.1843,suspicious
0x006FF8,0x08401C,15.9861,suspicious
0x0A7CD6,0x04FA66,15.7393,suspicious
0x04BDE0,0x0C6DBF,15.945,suspicious
0x05F300,0x0D6C5D,24.1454,suspicious
0x081B22,0x08C55A,21.639,suspicious
0x0D8FDF,0x06C450,6.0789,suspicious
0x079E19,0x08E350,11.3062,suspicious
0x03F40F,0x0047DB,16.5711,suspicious
0x0C5F5D,0x0F0EDD,20.6044,suspicious
0x008EEE,0x0A770F,5.786,suspicious
0x06A461,0x0C7686,11.22,suspicious
0x089D1E,0x0403C1,6.7055,suspicious
0x03F005,0x03BA11,21.6415,suspicious
0x0EE9DD,0x001B98,7.1391,suspicious
0x0099C3,0x0325DC,24.6783,suspicious
0x0C1225,0x0EAF0A,8.2335,suspicious
0x04E3E9,0x01ADD9,18.5937,suspicious
0x0F2D82,0x0119E2,8.9043,suspicious
0x07E830,0x0C3BFA,17.6276,suspicious
0x024DE3,0x02C614,21.193,suspicious
0x0024FA,0x01C03B,13.8812,suspicious
0x03AE3F,0x025371,9.3342,suspicious
0x0541B2,0x0285B1,19.6606,suspicious
0x0E784D,0x0BF774,10.6487,suspicious
0x04CE70,0x0103EA,23.8956,suspicious
0x0934A3,0x0BA489,6.6961,suspicious
0x00D1D2,0x0676EC,13.1598,suspicious
0x0EEBD0,0x0D8983,11.3229,suspicious
0x056D5D,0x0EEFB3,16.6781,suspicious
0x02EE1E,0x07EDC0,13.9115,suspicious
0x07D3D5,0x077C4A,21.9989,suspicious
0x06D2F7,0x02B8C9,10.3094,suspicious
0x0664E3,0x062C63,5.0252,suspicious
0x01B083,0x07EE73,21.2225,suspicious
0x0E11F7,0x03BEBC,13.7805,suspicious
0x021303,0x0746C8,7.263,suspicious
0x004FED,0x0DDA7D,7.5849,suspicious
0x08BE03,0x03764E,10.4799,suspicious
0x09BBC2,0x037E61,21.6726,suspicious
0x09E307,0x0E7886,14.7436,suspicious
0x0536C9,0x0BF757,18.3214,suspicious
0x06B05B,0x08431F,21.3264,suspicious
0x01CE21,0x029B59,8.516,suspicious
0x02A99A,0x0153A3,7.5632,suspicious
0x0E29F4,0x0BB914,19.8913,suspicious
0x0708BB,0x0570E1,6.0775,suspicious
0x06B719,0x0A2B06,21.445,suspicious
0x052B53,0x00A7F5,18.6926,suspicious
0x03EAB1,0x0A68A8,16.6222,suspicious
0x028EBE,0x09A31C,13.8848,suspicious
0x070E3C,0x05C7EA,15.6331,suspicious
0x05959F,0x0C9344,9.1226,suspicious
0x0322BD,0x06BCC2,13.2163,suspicious
0x09644D,0x08356C,19.4207,suspicious
0x06671C,0x04ECA9,6.1333,suspicious
0x0DAF4C,0x08930E,20.5871,suspicious
0x080FDE,0x077FA7,21.4348,suspicious
0x010983,0x0ADE58,19.3759,suspicious
0x08C60D,0x041F03,14.3996,suspicious
0x085DDD,0x01A3FA,12.152,suspicious
0x0AB87D,0x037C67,9.9418,suspicious
0x04F026,0x026CFC,18.8486,suspicious
0x0B607D,0x0EF928,22.1056,suspicious
0x0F2114,0x09472B,8.919,suspicious
0x045FA9,0x01DF80,24.0292,suspicious
0x056F9E,0x04FA76,11.1446,suspicious
0x0BE791,0x053036,9.759,suspicious
0x013DD8,0x0349EB,15.7887,suspicious
0x0989BB,0x0BD14F,16.8108,suspicious
0x02BB45,0x0C4E46,12.5259,suspicious
0x0903E1,0x0774E9,21.6756,suspicious
0x026232,0x029407,22.2734,suspicious
0x09AEE5,0x0A7BD3,17.8713,suspicious
0x02FA2F,0x0B5EE5,8.2167,suspicious
0x0162CB,0x053849,9.7456,suspicious
0x0D4829,0x0E12D7,7.5982,suspicious
0x039711,0x092EAB,13.813,suspicious
0x0BF75B,0x0DEB0B,5.5068,suspicious
0x0826A7,0x03C69C,6.2991,suspicious
0x051EA7,0x0B50FD,5.8032,suspicious
0x02CC0F,0x003BA5,10.5082,suspicious
0x0CE2DE,0x0CFDA8,6.4406,suspicious
0x0DFEA7,0x0DC075,23.1204,suspicious
0x02E58B,0x05FE62,10.8939,suspicious
0x07EFAF,0x00FBB2,23.9463,suspicious
0x0A6BA6,0x0B4394,20.633,suspicious
0x000DF7,0x06EBD7,17.257,suspicious
0x01DF93,0x0C1666,10.1402,suspicious
0x0EE057,0x0BFD0C,22.7939,suspicious
0x06EC1E,0x0D7CA5,10.5346,suspicious
0x02BDBF,0x000929,12.8591,suspicious
0x0E2F31,0x029243,15.8811,suspicious
0x0D1C40,0x04CC7A,20.9534,suspicious
0x034B8F,0x0E1D07,14.1341,suspicious
0x026B2E,0x07E179,10.4952,suspicious
0x079A17,0x0882D8,19.4871,suspicious
0x0CABC8,0x04A061,22.4327,suspicious
0x09E5E5,0x08E6CF,9.2339,suspicious
0x0B512F,0x0AACBF,7.6963,suspicious
0x0201BD,0x071EA0,11.5101,suspicious
0x09E9F1,0x004EC6,9.7,suspicious
0x0C65E1,0x064CAF,17.9533,suspicious
0x019A36,0x06E145,8.6454,suspicious
0x00F345,0x0624B5,6.6626,suspicious
0x096557,0x0CC40F,24.2694,suspicious
0x0849B8,0x054531,20.1703,suspicious
0x0BC7FF,0x0E25E9,24.277,suspicious
0x00AD5D,0x00CFA7,24.5675,suspicious
0x0AE6C6,0x06E3E0,6.6928,suspicious
0x0B4213,0x0E0D0A,7.4178,suspicious
0x0EB614,0x0A82F1,13.7544,suspicious
0x0301AF,0x0E75B5,21.7384,suspicious
0x0B7F8E,0x0A2343,22.3001,suspicious
0x0E68B8,0x024773,7.537,suspicious
0x08DE79,0x0B872A,5.449,suspicious
0x0F14F5,0x0571D8,17.9443,suspicious
0x0626F5,0x0DF4F6,14.0964,suspicious
0x0C5C90,0x06994E,18.6092,suspicious
0x052447,0x089D7B,15.9471,suspicious
0x073856,0x0C7D2C,24.2996,suspicious
0x0D6AA5,0x0413AC,12.0411,suspicious
0x0C10FB,0x0A15CC,9.0469,suspicious
0x01611B,0x007AE3,19.3811,suspicious
0x05AEB1,0x0CB513,17.222,suspicious
0x0AD087,0x0781B2,6.0077,suspicious
0x074428,0x03575C,7.2495,suspicious
0x0D6FB8,0x097884,11.5283,suspicious
0x02ED4A,0x014DAF,14.1499,suspicious
0x0064B4,0x089200,22.823,suspicious
0x061772,0x0D6E22,15.3402,suspicious
0x0D143A,0x03681A,10.3988,suspicious
0x05B9AD,0x097FC4,14.4706,suspicious
0x0D6579,0x001D8E,20.4058,suspicious
0x0219A5,0x03EB69,9.0265,suspicious
0x0235A8,0x074240,22.928,suspicious
0x0D6EBD,0x0774E4,8.7262,suspicious
0x03B6DF,0x0B044E,10.1847,suspicious
0x0CDB1D,0x0A3886,15.0196,suspicious
0x008463,0x0D4460,9.8122,suspicious
0x057814,0x0B3D60,14.6691,suspicious
0x0A1DD6,0x0C025A,8.4352,suspicious
0x0741CA,0x0B59E9,12.4534,suspicious
0x045898,0x0EF94D,17.0611,suspicious
0x0056BB,0x0CC2CC,11.8079,suspicious
0x041EF2,0x0A7B5B,21.3005,suspicious
0x0BBDFE,0x0BCD8D,5.6033,suspicious
0x0C137D,0x0BB0B3,21.1787,suspicious
0x078401,0x0EFD3B,23.6948,suspicious
0x068A4E,0x03ECD1,15.4331,suspicious
0x01EC58,0x049B47,16.0895,suspicious
0x038782,0x00C2CD,19.1525,suspicious
0x08E02B,0x06B16D,15.3866,suspicious
0x0BDA41,0x02509F,19.5551,suspicious
0x000E25,0x0AFC69,8.7693,suspicious
0x00C2A7,0x0D6889,10.3925,suspicious
0x0BBEC3,0x03E567,6.6898,suspicious
0x0C6409,0x01AE8A,15.0468,suspicious
0x0BCC32,0x06763C,14.6737,suspicious
0x09D971,0x052007,24.5094,suspicious
0x02B077,0x081A9E,8.5892,suspicious
0x08CE27,0x09A2B5,16.295,suspicious
0x0D30C1,0x04AF67,9.1973,suspicious
0x0D2A63,0x06626C,15.228,suspicious
0x03424B,0x0ACCC3,14.1516,suspicious
0x057E7E,0x06D08C,15.0973,suspicious
0x082577,0x0CEC70,13.7434,suspicious
0x05298B,0x0477C6,7.6404,suspicious
0x05E8A0,0x0C5116,23.0745,suspicious
0x0394B3,0x035D95,13.3371,suspicious
0x0EDBE4,0x05C306,6.1056,suspicious
0x0ECA44,0x0264AE,19.0282,suspicious
0x08EDD6,0x0C786A,10.6628,suspicious
0x057B70,0x0EFE11,24.7996,suspicious
0x05C2C8,0x0EABE8,13.6506,suspicious
0x02E8A0,0x03B891,24.8818,suspicious
0x04475B,0x0ABD03,18.4624,suspicious
0x0624F1,0x0DF8E2,20.6357,suspicious
0x01BBDB,0x01EFE5,16.0817,suspicious
0x0A5F83,0x06D3F6,11.3455,suspicious
0x063D4B,0x0F2AF6,14.8584,suspicious
0x08D5B4,0x0B6F33,14.1672,suspicious
0x05F22F,0x084982,18.4374,suspicious
0x07074F,0x03F213,21.2044,suspicious
